contract_id,tenant_id,apartment_id,start_date,end_date,monthly_rent,deposit_amount,contract_status
C0225,T352,A0123,2024-05-22,,1320.00,3960.00,active
C0226,T226,A0131,2027-01-10,,1275.00,3825.00,planned
C0227,T156,A0132,2025-08-03,2026-12-31,340.00,1020.00,terminated
C0228,T320,A0186,2016-04-25,2019-04-30,760.00,2280.00,terminated
C0229,T165,A0234,2016-08-23,,1500.00,4500.00,active
C0230,T118,A0011,2020-11-25,2021-12-13,730.00,2190.00,terminated
C0231,T141,A0244,2027-04-19,,350.00,1050.00,planned
C0232,T264,A0026,2022-04-23,,515.00,1545.00,active
C0233,T027,A0065,2022-12-24,,1950.00,5850.00,active
C0234,T211,A0178,2022-07-20,,1740.00,5220.00,active
C0235,T358,A0294,2022-12-12,,1630.00,4890.00,active
C0236,T175,A0086,2017-10-16,,840.00,2520.00,active
C0237,T271,A0235,2025-04-15,2026-12-31,370.00,1110.00,terminated
C0238,T229,A0113,2018-03-25,,595.00,1785.00,active
C0239,T158,A0184,2022-08-30,,435.00,1305.00,active
C0240,T205,A0067,2018-12-12,,935.00,2805.00,active
C0241,T335,A0236,2025-01-26,,1175.00,3525.00,active
C0242,T094,A0279,2017-12-01,,600.00,1800.00,active
C0243,T168,A0128,2025-02-27,,1500.00,4500.00,active
C0244,T135,A0128,2022-06-15,,1790.00,5370.00,active
C0245,T024,A0278,2021-07-24,2023-05-26,1405.00,4215.00,terminated
C0246,T025,A0081,2024-02-27,,1380.00,4140.00,active
C0247,T293,A0155,2020-06-26,2024-03-05,775.00,2325.00,terminated
C0248,T066,A0137,2025-10-04,2026-12-31,530.00,1590.00,terminated
C0249,T025,A0021,2021-08-14,2024-09-15,1205.00,3615.00,terminated
C0250,T062,A0062,2022-12-06,2024-06-20,825.00,2475.00,terminated
C0251,T317,A0153,2017-05-02,,1330.00,3990.00,active
C0252,T246,A0070,2027-03-09,,450.00,1350.00,planned
C0253,T357,A0191,2024-07-14,2026-12-31,870.00,2610.00,terminated
C0254,T277,A0104,2024-05-25,,870.00,2610.00,active
C0255,T114,A0230,2024-11-25,,395.00,1185.00,active
C0256,T265,A0059,2022-03-23,,1205.00,3615.00,active
C0257,T085,A0090,2018-03-22,2020-05-27,630.00,1890.00,terminated
C0258,T056,A0043,2018-03-09,,990.00,2970.00,active
C0259,T206,A0278,2025-06-17,,1135.00,3405.00,active
C0260,T124,A0115,2015-11-18,,1060.00,3180.00,active
C0261,T086,A0103,2020-06-20,,845.00,2535.00,active
C0262,T067,A0152,2021-12-31,,1110.00,3330.00,active
C0263,T050,A0141,2015-08-22,,1335.00,4005.00,active
C0264,T006,A0015,2019-05-06,2020-10-01,1275.00,3825.00,terminated
C0265,T158,A0018,2017-10-02,2022-09-03,490.00,1470.00,terminated
C0266,T122,A0295,2015-05-05,2019-03-02,280.00,840.00,terminated
C0267,T040,A0188,2024-07-22,2026-12-31,1495.00,4485.00,terminated
C0268,T321,A0186,2019-05-11,2023-12-16,745.00,2235.00,terminated
C0269,T117,A0027,2025-04-16,,1435.00,4305.00,active
C0270,T307,A0132,2020-05-07,2022-06-12,400.00,1200.00,terminated
C0271,T255,A0067,2027-05-08,,815.00,2445.00,planned
C0272,T017,A0262,2019-10-28,,680.00,2040.00,active
C0273,T125,A0212,2025-12-24,2026-12-31,390.00,1170.00,terminated
C0274,T301,A0224,2023-03-31,2025-05-27,1150.00,3450.00,terminated
C0275,T237,A0092,2024-12-02,2026-11-04,1045.00,3135.00,terminated
C0276,T145,A0003,2015-01-19,2018-04-27,595.00,1785.00,terminated
C0277,T272,A0215,2019-10-30,2024-10-01,1720.00,5160.00,terminated
C0278,T342,A0289,2015-07-25,,465.00,1395.00,active
C0279,T198,A0084,2023-06-01,2026-12-31,855.00,2565.00,terminated
C0280,T298,A0230,2027-12-09,,560.00,1680.00,planned
C0281,T041,A0060,2018-09-02,,1140.00,3420.00,active
C0282,T342,A0219,2027-12-15,,1515.00,4545.00,planned
C0283,T143,A0127,2025-08-11,2026-04-23,1345.00,4035.00,terminated
C0284,T156,A0184,2022-05-03,,545.00,1635.00,active
C0285,T163,A0185,2021-03-08,,405.00,1215.00,active
C0286,T095,A0075,2024-06-16,,1125.00,3375.00,active
C0287,T305,A0074,2020-09-08,2022-07-02,795.00,2385.00,terminated
C0288,T079,A0004,2020-09-01,,760.00,2280.00,active
C0289,T124,A0149,2025-09-18,2026-12-31,1800.00,5400.00,terminated
C0290,T348,A0029,2022-05-04,,875.00,2625.00,active
C0291,T302,A0147,2023-08-12,,615.00,1845.00,active
C0292,T333,A0197,2019-09-25,2020-07-30,565.00,1695.00,terminated
C0293,T287,A0192,2027-09-26,,995.00,2985.00,planned
C0294,T029,A0017,2022-08-18,2026-12-31,390.00,1170.00,terminated
C0295,T253,A0212,2022-10-15,,515.00,1545.00,active
C0296,T296,A0181,2023-07-08,,485.00,1455.00,active
C0297,T025,A0163,2027-03-03,,1365.00,4095.00,planned
C0298,T076,A0257,2021-03-25,,970.00,2910.00,active
C0299,T034,A0179,2017-03-13,,805.00,2415.00,active
C0300,T230,A0136,2022-11-26,2026-04-26,1655.00,4965.00,terminated
C0301,T147,A0002,2025-11-10,,1785.00,5355.00,active
C0302,T303,A0141,2022-12-28,,1260.00,3780.00,active
C0303,T307,A0300,2019-01-01,,1445.00,4335.00,active
C0304,T016,A0284,2024-04-29,2024-11-05,1655.00,4965.00,terminated
C0305,T266,A0187,2023-05-02,,1025.00,3075.00,active
C0306,T246,A0018,2015-02-11,,445.00,1335.00,active
C0307,T240,A0279,2015-07-08,2016-08-27,625.00,1875.00,terminated
C0308,T262,A0065,2019-10-10,,1595.00,4785.00,active
C0309,T348,A0169,2019-10-25,,1035.00,3105.00,active
C0310,T119,A0098,2024-06-09,,1445.00,4335.00,active
C0311,T030,A0029,2023-03-27,2026-12-31,510.00,1530.00,terminated
C0312,T181,A0004,2025-11-15,,685.00,2055.00,active
C0313,T055,A0160,2015-03-19,,1885.00,5655.00,active
C0314,T171,A0100,2025-08-22,2026-12-31,630.00,1890.00,terminated
C0315,T177,A0201,2018-02-21,,1255.00,3765.00,active
C0316,T221,A0179,2018-05-12,,945.00,2835.00,active
C0317,T214,A0226,2018-02-20,2019-03-30,925.00,2775.00,terminated
C0318,T263,A0120,2020-01-03,,395.00,1185.00,active
C0319,T107,A0102,2019-05-02,,595.00,1785.00,active
C0320,T112,A0064,2024-02-23,,1090.00,3270.00,active
C0321,T136,A0084,2019-02-08,,730.00,2190.00,active
C0322,T103,A0095,2018-09-02,,500.00,1500.00,active
C0323,T319,A0126,2020-01-04,,940.00,2820.00,active
C0324,T027,A0288,2022-11-04,,1055.00,3165.00,active
C0325,T310,A0219,2016-06-17,,1135.00,3405.00,active
C0326,T162,A0105,2016-05-10,,1460.00,4380.00,active
C0327,T100,A0125,2015-03-05,,1840.00,5520.00,active
C0328,T084,A0119,2025-08-22,,900.00,2700.00,active
C0329,T307,A0216,2019-01-19,,1285.00,3855.00,active
C0330,T325,A0064,2018-12-06,,1885.00,5655.00,active
C0331,T308,A0125,2016-06-25,,1585.00,4755.00,active
C0332,T138,A0201,2024-05-15,2026-12-31,1395.00,4185.00,terminated
C0333,T039,A0003,2016-08-23,2018-04-25,855.00,2565.00,terminated
C0334,T338,A0138,2015-05-08,2017-01-18,695.00,2085.00,terminated
C0335,T256,A0285,2022-08-11,,790.00,2370.00,active
C0336,T043,A0156,2016-09-25,,1245.00,3735.00,active
C0337,T189,A0098,2027-06-14,,1080.00,3240.00,planned
C0338,T174,A0283,2017-01-08,2021-05-19,950.00,2850.00,terminated
C0339,T201,A0116,2018-02-09,2022-11-20,1100.00,3300.00,terminated
C0340,T293,A0030,2027-11-27,,695.00,2085.00,planned
C0341,T014,A0199,2018-12-29,,1180.00,3540.00,active
C0342,T293,A0123,2027-12-29,,1325.00,3975.00,planned
C0343,T028,A0219,2016-04-20,2018-08-27,1715.00,5145.00,terminated
C0344,T147,A0198,2018-07-22,,980.00,2940.00,active
C0345,T038,A0266,2016-05-14,,420.00,1260.00,active
C0346,T248,A0157,2022-02-24,,1045.00,3135.00,active
C0347,T122,A0071,2023-05-05,,1605.00,4815.00,active
C0348,T243,A0086,2018-11-16,,985.00,2955.00,active
C0349,T050,A0238,2019-09-17,,1400.00,4200.00,active
C0350,T146,A0199,2024-10-31,,1110.00,3330.00,active
C0351,T126,A0203,2024-06-19,2026-07-09,795.00,2385.00,terminated
C0352,T061,A0247,2017-03-10,,525.00,1575.00,active
C0353,T352,A0085,2018-06-21,2021-04-22,450.00,1350.00,terminated
C0354,T120,A0057,2021-07-12,,1735.00,5205.00,active
C0355,T340,A0051,2022-04-28,,1030.00,3090.00,active
C0356,T057,A0024,2023-12-29,2024-09-23,825.00,2475.00,terminated
C0357,T267,A0173,2017-07-06,,750.00,2250.00,active
C0358,T336,A0037,2022-01-30,,1595.00,4785.00,active
C0359,T170,A0097,2027-10-31,,1660.00,4980.00,planned
C0360,T005,A0189,2015-09-08,2016-09-27,605.00,1815.00,terminated
C0361,T005,A0264,2023-10-17,2024-05-13,980.00,2940.00,terminated
C0362,T320,A0063,2025-11-28,2026-12-31,425.00,1275.00,terminated
C0363,T073,A0209,2024-10-25,2025-06-26,1240.00,3720.00,terminated
C0364,T044,A0284,2023-08-26,,1015.00,3045.00,active
C0365,T038,A0280,2021-04-11,2022-02-13,735.00,2205.00,terminated
C0366,T010,A0299,2015-08-10,,1095.00,3285.00,active
C0367,T269,A0237,2022-04-20,,1630.00,4890.00,active
C0368,T347,A0064,2019-10-11,,1160.00,3480.00,active
C0369,T316,A0012,2017-12-15,,560.00,1680.00,active
C0370,T017,A0074,2020-01-17,2023-08-30,1165.00,3495.00,terminated
C0371,T057,A0281,2016-01-14,,1710.00,5130.00,active
C0372,T021,A0047,2020-05-15,2024-04-26,1280.00,3840.00,terminated
C0373,T166,A0210,2020-09-06,2023-06-30,1280.00,3840.00,terminated
C0374,T224,A0238,2022-05-24,,1310.00,3930.00,active
C0375,T221,A0241,2018-02-16,,825.00,2475.00,active
C0376,T002,A0053,2016-01-21,,815.00,2445.00,active
C0377,T041,A0226,2015-12-17,2017-04-15,625.00,1875.00,terminated
C0378,T029,A0120,2022-10-23,2026-09-11,450.00,1350.00,terminated
C0379,T038,A0295,2024-02-04,,455.00,1365.00,active
C0380,T266,A0223,2023-05-21,,1360.00,4080.00,active
C0381,T076,A0138,2017-08-23,2021-01-27,605.00,1815.00,terminated
C0382,T207,A0046,2016-06-14,,1195.00,3585.00,active
C0383,T067,A0173,2023-05-22,,475.00,1425.00,active
C0384,T183,A0163,2023-08-20,2025-04-18,1345.00,4035.00,terminated
C0385,T292,A0157,2016-10-06,,685.00,2055.00,active
C0386,T167,A0001,2019-09-01,2021-07-09,1215.00,3645.00,terminated
C0387,T148,A0176,2023-03-12,,1385.00,4155.00,active
C0388,T237,A0187,2025-06-13,,915.00,2745.00,active
C0389,T172,A0259,2023-09-02,2024-10-16,1195.00,3585.00,terminated
C0390,T233,A0157,2016-06-28,,1050.00,3150.00,active
C0391,T126,A0101,2027-07-23,,240.00,720.00,planned
C0392,T184,A0122,2018-01-31,,1240.00,3720.00,active
C0393,T035,A0275,2021-03-03,,1845.00,5535.00,active
C0394,T249,A0269,2015-10-23,2017-05-22,505.00,1515.00,terminated
C0395,T003,A0257,2018-11-03,,1070.00,3210.00,active
C0396,T193,A0111,2025-12-26,,995.00,2985.00,active
C0397,T143,A0134,2018-11-14,,350.00,1050.00,active
C0398,T205,A0261,2019-07-20,2020-08-02,965.00,2895.00,terminated
C0399,T322,A0030,2019-03-28,,805.00,2415.00,active
C0400,T178,A0184,2025-11-25,,460.00,1380.00,active
C0401,T103,A0261,2023-05-02,,1055.00,3165.00,active
C0402,T135,A0088,2023-03-14,,1185.00,3555.00,active
C0403,T111,A0248,2015-12-31,,1520.00,4560.00,active
C0404,T067,A0275,2016-08-22,,1620.00,4860.00,active
C0405,T287,A0220,2016-01-26,,680.00,2040.00,active
C0406,T028,A0137,2022-12-19,,855.00,2565.00,active
C0407,T202,A0144,2027-09-24,,910.00,2730.00,planned
C0408,T113,A0272,2020-09-30,2024-03-03,1740.00,5220.00,terminated
C0409,T181,A0233,2017-10-18,2021-12-16,610.00,1830.00,terminated
C0410,T145,A0024,2019-06-22,,780.00,2340.00,active
C0411,T026,A0055,2017-01-14,,500.00,1500.00,active
C0412,T349,A0277,2023-05-31,,1185.00,3555.00,active
C0413,T096,A0057,2023-05-21,,1190.00,3570.00,active
C0414,T059,A0187,2016-01-31,2019-11-07,1315.00,3945.00,terminated
C0415,T257,A0018,2017-10-14,,510.00,1530.00,active
C0416,T295,A0257,2015-06-15,,885.00,2655.00,active
C0417,T083,A0079,2022-01-03,,665.00,1995.00,active
C0418,T295,A0279,2027-01-24,,565.00,1695.00,planned
C0419,T181,A0250,2018-07-26,,865.00,2595.00,active
C0420,T308,A0054,2019-02-06,,1080.00,3240.00,active
C0421,T149,A0013,2027-01-23,,1650.00,4950.00,planned
C0422,T086,A0038,2022-01-16,,1215.00,3645.00,active
C0423,T257,A0034,2025-04-29,2026-12-31,1050.00,3150.00,terminated
C0424,T176,A0280,2021-05-01,,640.00,1920.00,active
C0425,T330,A0098,2021-12-12,2026-09-24,925.00,2775.00,terminated
C0426,T183,A0132,2018-09-06,,465.00,1395.00,active
C0427,T230,A0138,2016-09-28,2019-10-13,740.00,2220.00,terminated
C0428,T269,A0235,2025-06-03,,385.00,1155.00,active
C0429,T125,A0025,2021-07-19,,1760.00,5280.00,active
C0430,T007,A0138,2015-01-23,2018-08-12,605.00,1815.00,terminated
C0431,T232,A0148,2021-04-01,,1295.00,3885.00,active
C0432,T220,A0018,2023-06-10,2026-12-31,585.00,1755.00,terminated
C0433,T131,A0024,2016-10-11,,575.00,1725.00,active
C0434,T111,A0038,2023-04-17,,930.00,2790.00,active
C0435,T257,A0286,2021-03-15,2023-03-28,1905.00,5715.00,terminated
C0436,T274,A0132,2021-03-15,,475.00,1425.00,active
C0437,T084,A0234,2019-01-27,2020-04-30,1895.00,5685.00,terminated
C0438,T119,A0208,2016-10-29,,430.00,1290.00,active
C0439,T303,A0178,2015-10-22,2020-09-07,1330.00,3990.00,terminated
C0440,T046,A0205,2021-06-08,,930.00,2790.00,active
C0441,T329,A0050,2020-06-17,,605.00,1815.00,active
C0442,T256,A0132,2015-11-24,2020-11-22,390.00,1170.00,terminated
C0443,T229,A0025,2020-07-09,2025-05-17,1640.00,4920.00,terminated
C0444,T329,A0148,2017-11-10,,1255.00,3765.00,active
C0445,T046,A0287,2016-06-08,,1795.00,5385.00,active
C0446,T273,A0271,2018-04-09,,1340.00,4020.00,active
C0447,T345,A0188,2027-09-15,,980.00,2940.00,planned
C0448,T316,A0070,2023-09-10,,475.00,1425.00,active
C0449,T026,A0077,2024-01-19,2024-09-26,1020.00,3060.00,terminated
C0450,T117,A0113,2027-11-24,,500.00,1500.00,planned
